"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"31-Oct-2024","EQ","1,666.60","1,669.80","1,595.55","1,684.95","1,610.15","1,608.65","1,612.13","1,761.85","1,113.80","36,38,913","5,86,64,18,955.75","2,02,646"
"30-Oct-2024","EQ","1,704.10","1,712.15","1,682.25","1,698.50","1,686.00","1,684.95","1,690.88","1,761.85","1,113.80","13,05,424","2,20,73,12,722.15","58,766"
"29-Oct-2024","EQ","1,709.00","1,724.10","1,680.35","1,702.55","1,703.75","1,698.50","1,694.73","1,761.85","1,113.80","14,99,121","2,54,06,08,494.55","87,296"
"28-Oct-2024","EQ","1,710.00","1,727.95","1,693.20","1,716.45","1,705.00","1,702.55","1,704.43","1,761.85","1,113.80","12,71,473","2,16,71,40,873.15","1,03,706"
"25-Oct-2024","EQ","1,735.75","1,742.40","1,710.35","1,735.75","1,711.50","1,716.45","1,726.04","1,761.85","1,098.15","17,43,714","3,00,97,12,172.60","1,22,893"
"24-Oct-2024","EQ","1,735.05","1,748.00","1,728.05","1,735.95","1,735.75","1,735.75","1,737.01","1,761.85","1,098.15","15,70,443","2,72,78,72,700.95","66,549"
"23-Oct-2024","EQ","1,696.55","1,749.00","1,685.60","1,696.55","1,732.85","1,735.95","1,732.16","1,761.85","1,098.15","41,98,781","7,27,29,75,899.15","1,17,118"
"22-Oct-2024","EQ","1,703.40","1,726.95","1,691.45","1,701.20","1,692.05","1,696.55","1,706.97","1,761.85","1,098.15","24,84,594","4,24,11,26,128.10","1,29,082"
"21-Oct-2024","EQ","1,745.00","1,761.85","1,690.05","1,687.90","1,695.20","1,701.20","1,723.51","1,761.85","1,098.15","58,98,020","10,16,52,96,944.00","1,70,815"
"18-Oct-2024","EQ","1,695.00","1,702.40","1,645.60","1,699.00","1,685.15","1,687.90","1,683.77","1,709.90","1,098.15","31,19,646","5,25,27,80,584.95","1,23,490"
"17-Oct-2024","EQ","1,660.70","1,709.90","1,656.00","1,660.30","1,707.00","1,699.00","1,690.31","1,709.90","1,098.15","37,71,316","6,37,47,11,911.20","99,068"
"16-Oct-2024","EQ","1,670.00","1,677.45","1,652.80","1,675.35","1,661.25","1,660.30","1,665.21","1,703.45","1,098.15","10,70,524","1,78,26,45,006.60","62,236"
"15-Oct-2024","EQ","1,700.00","1,703.45","1,663.50","1,692.50","1,674.15","1,675.35","1,676.73","1,703.45","1,098.15","25,03,380","4,19,74,98,169.50","1,00,049"
"14-Oct-2024","EQ","1,648.00","1,697.00","1,648.00","1,647.05","1,694.50","1,692.50","1,683.80","1,697.00","1,098.15","20,70,051","3,48,55,54,655.20","94,217"
"11-Oct-2024","EQ","1,603.00","1,650.00","1,603.00","1,619.70","1,645.00","1,647.05","1,637.62","1,675.95","1,098.15","10,19,027","1,66,87,74,843.05","57,756"
"10-Oct-2024","EQ","1,673.00","1,675.95","1,611.35","1,658.80","1,612.00","1,619.70","1,637.62","1,675.95","1,098.15","15,18,162","2,48,61,75,090.65","98,404"
"09-Oct-2024","EQ","1,639.00","1,669.80","1,632.05","1,629.10","1,658.00","1,658.80","1,655.93","1,672.00","1,098.15","21,77,241","3,60,53,54,345.15","77,667"
"08-Oct-2024","EQ","1,625.00","1,635.00","1,603.60","1,618.55","1,628.40","1,629.10","1,624.64","1,672.00","1,098.15","13,11,331","2,13,04,45,438.70","74,046"
"07-Oct-2024","EQ","1,624.95","1,632.05","1,600.20","1,616.45","1,616.55","1,618.55","1,617.19","1,672.00","1,098.15","16,19,326","2,61,87,60,957.00","74,678"
"04-Oct-2024","EQ","1,591.00","1,648.40","1,591.00","1,604.05","1,613.00","1,616.45","1,625.70","1,672.00","1,098.15","29,27,576","4,75,93,52,330.15","1,59,734"
"03-Oct-2024","EQ","1,615.00","1,631.15","1,596.15","1,625.40","1,605.00","1,604.05","1,612.91","1,672.00","1,098.15","23,32,279","3,76,17,66,398.10","1,00,221"
"01-Oct-2024","EQ","1,580.00","1,642.90","1,580.00","1,577.20","1,623.00","1,625.40","1,625.22","1,672.00","1,098.15","51,76,596","8,41,31,17,766.85","1,54,190"
"30-Sep-2024","EQ","1,606.00","1,606.00","1,567.85","1,609.25","1,578.00","1,577.20","1,576.93","1,672.00","1,098.15","34,60,691","5,45,72,83,071.40","95,816"
"27-Sep-2024","EQ","1,625.00","1,664.80","1,604.55","1,606.95","1,607.00","1,609.25","1,624.05","1,672.00","1,098.15","35,39,822","5,74,88,44,510.20","1,31,645"
"26-Sep-2024","EQ","1,610.00","1,619.85","1,596.00","1,602.75","1,604.00","1,606.95","1,605.86","1,672.00","1,098.15","21,73,853","3,49,09,12,230.60","1,14,770"
"25-Sep-2024","EQ","1,637.10","1,643.10","1,590.05","1,637.10","1,600.00","1,602.75","1,603.23","1,672.00","1,098.15","25,05,756","4,01,73,05,539.00","1,03,537"
"24-Sep-2024","EQ","1,601.55","1,643.50","1,598.10","1,607.15","1,638.75","1,637.10","1,620.32","1,672.00","1,098.15","17,81,972","2,88,73,67,708.45","79,082"
"23-Sep-2024","EQ","1,624.95","1,631.00","1,594.50","1,622.05","1,606.20","1,607.15","1,604.70","1,672.00","1,098.15","15,35,902","2,46,46,66,098.20","75,507"
"20-Sep-2024","EQ","1,608.00","1,629.30","1,582.40","1,595.35","1,626.00","1,622.05","1,615.40","1,672.00","1,098.15","39,84,683","6,43,68,49,838.90","1,83,720"
"19-Sep-2024","EQ","1,620.00","1,635.35","1,587.05","1,605.40","1,595.35","1,595.35","1,603.02","1,672.00","1,098.15","30,32,379","4,86,09,76,852.55","1,28,046"
"18-Sep-2024","EQ","1,648.15","1,648.15","1,589.00","1,651.55","1,604.80","1,605.40","1,601.34","1,672.00","1,098.15","29,30,297","4,69,23,99,923.80","1,23,616"
"17-Sep-2024","EQ","1,649.00","1,672.00","1,641.10","1,649.00","1,652.95","1,651.55","1,656.80","1,672.00","1,098.15","14,99,644","2,48,46,07,466.00","68,915"
"16-Sep-2024","EQ","1,651.10","1,670.00","1,646.50","1,656.05","1,646.50","1,649.00","1,658.71","1,670.00","1,098.15","10,60,407","1,75,89,12,932.05","45,748"
"13-Sep-2024","EQ","1,649.90","1,659.90","1,638.00","1,643.25","1,655.15","1,656.05","1,653.55","1,665.00","1,098.15","13,73,924","2,27,18,56,097.90","58,132"
"12-Sep-2024","EQ","1,619.90","1,649.60","1,606.00","1,602.60","1,644.05","1,643.25","1,629.04","1,665.00","1,098.15","23,56,422","3,83,87,15,993.25","1,14,909"
"11-Sep-2024","EQ","1,612.00","1,627.00","1,598.10","1,607.40","1,602.45","1,602.60","1,612.06","1,665.00","1,098.15","13,95,340","2,24,93,70,186.85","67,575"
"10-Sep-2024","EQ","1,592.00","1,613.70","1,578.50","1,579.20","1,610.65","1,607.40","1,599.26","1,665.00","1,098.15","25,41,973","4,06,52,80,845.00","84,629"
"09-Sep-2024","EQ","1,623.20","1,631.30","1,574.75","1,623.25","1,583.00","1,579.20","1,600.45","1,665.00","1,098.15","29,65,098","4,74,54,90,042.75","83,134"
"06-Sep-2024","EQ","1,639.50","1,651.20","1,613.95","1,639.50","1,634.30","1,623.25","1,628.13","1,665.00","1,098.15","16,72,937","2,72,37,59,452.35","89,123"
"05-Sep-2024","EQ","1,653.00","1,657.90","1,632.90","1,645.30","1,637.30","1,639.50","1,642.23","1,665.00","1,098.15","10,80,904","1,77,50,94,119.25","65,219"
"04-Sep-2024","EQ","1,619.75","1,650.00","1,608.90","1,644.10","1,649.85","1,645.30","1,632.84","1,665.00","1,098.15","16,43,875","2,68,41,89,840.25","80,900"
"03-Sep-2024","EQ","1,639.00","1,659.25","1,632.10","1,646.65","1,644.95","1,644.10","1,648.65","1,665.00","1,098.15","17,39,553","2,86,79,09,034.80","71,498"
"02-Sep-2024","EQ","1,636.50","1,662.00","1,635.55","1,636.50","1,647.00","1,646.65","1,651.75","1,665.00","1,098.15","15,82,818","2,61,44,26,766.15","82,043"
"30-Aug-2024","EQ","1,647.00","1,663.75","1,631.10","1,647.35","1,635.55","1,636.50","1,640.95","1,665.00","1,098.15","19,26,984","3,16,20,89,293.25","86,230"
"29-Aug-2024","EQ","1,620.05","1,656.25","1,620.05","1,627.35","1,647.00","1,647.35","1,642.73","1,665.00","1,098.15","21,94,339","3,60,46,95,600.45","1,08,308"
"28-Aug-2024","EQ","1,620.00","1,665.00","1,616.20","1,624.60","1,634.00","1,627.35","1,642.20","1,665.00","1,098.15","30,33,590","4,98,17,75,029.20","94,789"
"27-Aug-2024","EQ","1,644.00","1,645.00","1,622.10","1,640.15","1,625.00","1,624.60","1,631.33","1,645.00","1,098.15","10,83,351","1,76,73,00,419.40","54,815"
"26-Aug-2024","EQ","1,610.00","1,643.00","1,609.00","1,598.40","1,638.50","1,640.15","1,628.86","1,643.00","1,098.15","15,10,157","2,45,98,33,516.95","60,919"
"23-Aug-2024","EQ","1,613.05","1,616.95","1,593.05","1,611.25","1,607.80","1,598.40","1,599.19","1,633.65","1,098.15","10,20,913","1,63,26,28,775.10","50,245"
"22-Aug-2024","EQ","1,605.05","1,620.65","1,596.00","1,604.65","1,610.70","1,611.25","1,608.78","1,633.65","1,098.15","15,62,554","2,51,37,98,958.35","82,002"
"21-Aug-2024","EQ","1,616.00","1,628.00","1,602.00","1,628.60","1,608.00","1,604.65","1,613.31","1,633.65","1,098.15","19,35,929","3,12,32,57,811.25","92,803"
"20-Aug-2024","EQ","1,601.00","1,633.65","1,595.25","1,594.65","1,629.00","1,628.60","1,620.00","1,633.65","1,098.15","24,42,281","3,95,65,00,406.90","98,426"
"19-Aug-2024","EQ","1,587.85","1,602.70","1,575.85","1,585.30","1,594.00","1,594.65","1,593.26","1,602.70","1,098.15","16,40,507","2,61,37,49,208.90","75,014"
"16-Aug-2024","EQ","1,558.40","1,589.00","1,531.30","1,524.40","1,585.00","1,585.30","1,566.22","1,589.00","1,098.15","32,24,481","5,05,02,34,437.35","1,35,240"
"14-Aug-2024","EQ","1,512.00","1,529.45","1,505.00","1,503.40","1,525.45","1,524.40","1,520.69","1,569.00","1,098.15","28,33,790","4,30,93,29,867.05","96,460"
"13-Aug-2024","EQ","1,508.30","1,523.65","1,495.15","1,512.50","1,500.00","1,503.40","1,508.19","1,569.00","1,098.15","5,80,901","87,61,07,963.30","46,097"
"12-Aug-2024","EQ","1,506.70","1,524.50","1,489.40","1,506.70","1,508.30","1,512.50","1,509.83","1,569.00","1,098.15","18,09,860","2,73,25,84,062.95","65,356"
"09-Aug-2024","EQ","1,484.95","1,509.25","1,480.55","1,466.45","1,505.00","1,506.70","1,501.87","1,569.00","1,098.15","15,21,252","2,28,47,17,844.15","67,894"
"08-Aug-2024","EQ","1,470.00","1,488.15","1,462.00","1,473.65","1,469.15","1,466.45","1,474.96","1,569.00","1,098.15","23,33,194","3,44,13,64,925.80","1,53,816"
"07-Aug-2024","EQ","1,500.80","1,515.25","1,471.00","1,483.40","1,474.00","1,473.65","1,483.87","1,569.00","1,098.15","30,02,937","4,45,59,66,222.00","67,976"
"06-Aug-2024","EQ","1,465.50","1,503.00","1,465.50","1,456.35","1,481.70","1,483.40","1,487.23","1,569.00","1,098.15","16,65,788","2,47,74,15,076.90","74,722"
"05-Aug-2024","EQ","1,470.00","1,484.25","1,426.75","1,507.70","1,455.10","1,456.35","1,453.90","1,569.00","1,098.15","21,86,582","3,17,90,67,954.75","93,330"
"02-Aug-2024","EQ","1,525.50","1,533.55","1,502.30","1,544.45","1,505.95","1,507.70","1,512.29","1,569.00","1,087.15","28,94,949","4,37,80,04,372.60","1,05,970"
"01-Aug-2024","EQ","1,554.40","1,569.00","1,537.60","1,554.40","1,538.05","1,544.45","1,550.91","1,569.00","1,087.15","13,15,921","2,04,08,70,941.85","57,461"
"31-Jul-2024","EQ","1,538.00","1,561.75","1,535.00","1,538.05","1,552.00","1,554.40","1,552.18","1,561.75","1,087.15","23,98,955","3,72,36,14,322.10","77,719"
"30-Jul-2024","EQ","1,520.00","1,551.95","1,520.00","1,525.35","1,533.35","1,538.05","1,536.74","1,554.70","1,087.15","16,22,543","2,49,34,31,292.75","77,039"
"29-Jul-2024","EQ","1,545.65","1,554.70","1,510.05","1,541.15","1,527.00","1,525.35","1,522.67","1,554.70","1,087.15","17,55,979","2,67,37,82,956.80","86,149"
"26-Jul-2024","EQ","1,530.00","1,544.65","1,444.25","1,530.00","1,541.00","1,541.15","1,513.77","1,547.55","1,082.30","71,33,745","10,79,88,18,115.25","2,39,554"
"25-Jul-2024","EQ","1,525.00","1,547.55","1,504.90","1,533.30","1,540.00","1,530.00","1,527.68","1,547.55","1,082.30","32,83,912","5,01,67,73,753.60","1,04,319"
"24-Jul-2024","EQ","1,493.40","1,540.00","1,473.40","1,493.40","1,539.95","1,533.30","1,523.92","1,545.70","1,082.30","25,61,617","3,90,36,96,057.85","1,14,949"
"23-Jul-2024","EQ","1,491.00","1,502.70","1,460.00","1,495.55","1,494.00","1,493.40","1,488.76","1,545.70","1,082.30","16,40,492","2,44,22,90,766.25","76,103"
"22-Jul-2024","EQ","1,479.95","1,505.85","1,476.10","1,491.40","1,493.10","1,495.55","1,496.74","1,545.70","1,082.30","22,25,781","3,33,14,04,804.00","1,08,126"
"19-Jul-2024","EQ","1,538.00","1,539.95","1,486.50","1,539.35","1,486.95","1,491.40","1,503.43","1,545.70","1,082.30","25,04,915","3,76,59,59,530.30","1,20,591"
"18-Jul-2024","EQ","1,507.00","1,545.70","1,505.00","1,516.20","1,540.00","1,539.35","1,529.84","1,545.70","1,082.30","27,52,497","4,21,08,74,081.30","1,31,942"
"16-Jul-2024","EQ","1,503.35","1,519.00","1,489.10","1,499.05","1,515.00","1,516.20","1,510.20","1,527.50","1,082.30","17,94,159","2,70,95,43,385.20","1,34,515"
"15-Jul-2024","EQ","1,520.10","1,527.50","1,492.00","1,505.05","1,499.55","1,499.05","1,503.49","1,527.50","1,082.30","23,74,623","3,57,02,14,362.70","1,98,386"
"12-Jul-2024","EQ","1,475.00","1,511.80","1,461.05","1,460.60","1,505.00","1,505.05","1,497.70","1,511.80","1,082.30","43,72,156","6,54,81,86,593.30","1,83,011"
"11-Jul-2024","EQ","1,476.00","1,476.00","1,441.25","1,463.35","1,464.25","1,460.60","1,456.60","1,498.00","1,082.30","14,08,434","2,05,15,19,819.45","94,423"
"10-Jul-2024","EQ","1,472.10","1,472.80","1,441.50","1,465.75","1,462.45","1,463.35","1,458.14","1,498.00","1,082.30","8,02,718","1,17,04,77,252.90","53,735"
"09-Jul-2024","EQ","1,466.00","1,469.40","1,455.00","1,467.60","1,468.25","1,465.75","1,462.16","1,498.00","1,082.30","10,49,695","1,53,48,21,492.95","63,682"
"08-Jul-2024","EQ","1,461.35","1,478.95","1,460.15","1,461.35","1,465.20","1,467.60","1,467.18","1,498.00","1,082.30","8,07,698","1,18,50,38,601.50","43,579"
"05-Jul-2024","EQ","1,467.00","1,470.00","1,449.95","1,459.15","1,457.00","1,461.35","1,461.56","1,498.00","1,082.30","13,34,838","1,95,09,48,872.40","61,827"
"04-Jul-2024","EQ","1,482.00","1,492.00","1,453.30","1,479.80","1,462.00","1,459.15","1,468.53","1,498.00","1,082.30","13,22,999","1,94,28,68,588.50","68,299"
"03-Jul-2024","EQ","1,479.95","1,485.00","1,461.00","1,472.15","1,476.55","1,479.80","1,476.26","1,498.00","1,082.30","8,96,602","1,32,36,22,053.70","37,120"
"02-Jul-2024","EQ","1,480.00","1,498.00","1,470.00","1,472.10","1,471.80","1,472.15","1,482.52","1,498.00","1,082.30","20,92,643","3,10,23,91,689.15","1,33,437"
"01-Jul-2024","EQ","1,430.35","1,478.50","1,424.15","1,430.35","1,473.00","1,472.10","1,464.67","1,478.50","1,082.30","38,37,301","5,62,03,83,238.70","1,46,963"
"28-Jun-2024","EQ","1,441.00","1,453.00","1,426.65","1,432.25","1,429.60","1,430.35","1,435.52","1,453.00","1,082.30","22,22,285","3,19,01,38,619.85","97,076"
"27-Jun-2024","EQ","1,404.35","1,443.80","1,392.00","1,413.05","1,430.05","1,432.25","1,426.00","1,443.80","1,082.30","42,86,657","6,11,27,85,523.85","1,61,546"
"26-Jun-2024","EQ","1,432.80","1,434.80","1,410.00","1,427.75","1,410.00","1,413.05","1,423.22","1,440.30","1,082.30","15,65,878","2,22,85,88,363.25","52,987"
"25-Jun-2024","EQ","1,398.80","1,432.00","1,394.75","1,401.70","1,426.50","1,427.75","1,417.55","1,440.30","1,082.30","22,01,375","3,12,05,59,536.45","68,602"
"24-Jun-2024","EQ","1,390.00","1,409.00","1,381.00","1,399.80","1,400.00","1,401.70","1,400.08","1,440.30","1,082.30","11,11,433","1,55,60,96,068.35","40,240"
"21-Jun-2024","EQ","1,408.00","1,440.30","1,386.05","1,393.10","1,392.00","1,399.80","1,408.19","1,440.30","1,074.05","68,36,535","9,62,71,19,447.25","1,81,146"
"20-Jun-2024","EQ","1,386.00","1,399.00","1,371.45","1,381.15","1,394.00","1,393.10","1,385.31","1,416.30","1,074.05","19,87,190","2,75,28,66,855.25","99,531"
"19-Jun-2024","EQ","1,377.00","1,386.95","1,361.00","1,371.35","1,379.00","1,381.15","1,376.58","1,416.30","1,074.05","13,13,197","1,80,77,16,806.80","60,524"
"18-Jun-2024","EQ","1,380.45","1,391.45","1,370.15","1,371.45","1,373.95","1,371.35","1,378.28","1,416.30","1,074.05","9,50,760","1,31,04,12,085.30","50,138"
"14-Jun-2024","EQ","1,395.00","1,395.75","1,364.10","1,388.95","1,372.00","1,371.45","1,373.81","1,416.30","1,062.15","17,33,356","2,38,12,98,526.90","65,839"
"13-Jun-2024","EQ","1,380.00","1,396.85","1,375.35","1,370.60","1,389.30","1,388.95","1,388.81","1,416.30","1,062.15","19,53,367","2,71,28,54,093.60","90,936"
"12-Jun-2024","EQ","1,364.80","1,381.00","1,357.15","1,349.45","1,371.75","1,370.60","1,369.28","1,416.30","1,062.15","27,86,009","3,81,48,13,015.75","1,04,574"
"11-Jun-2024","EQ","1,348.90","1,359.85","1,341.15","1,340.35","1,351.30","1,349.45","1,351.66","1,416.30","1,062.15","14,65,705","1,98,11,28,720.65","67,561"
"10-Jun-2024","EQ","1,377.60","1,378.00","1,335.15","1,377.60","1,341.00","1,340.35","1,343.96","1,416.30","1,062.15","25,32,308","3,40,33,19,365.15","76,034"
